scenario,layer,mode,step,avg_pop_step,avg_prop_step,std_prop_step,n_pop_samples,n_prop_samples,avg_move_freq_step,avg_harvested_food_step,avg_births_step,avg_entropy_step,avg_confidence_step
S2,0,LLM,277,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,278,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,279,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,280,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,281,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,282,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,283,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,284,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,285,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,286,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,287,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,288,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,289,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,290,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,291,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,292,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,293,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,294,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,295,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,296,38.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,297,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,298,37.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,299,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,300,37.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,301,37.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,302,37.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,303,37.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,304,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,305,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,306,38.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,307,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,308,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,309,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,310,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,311,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,312,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,313,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,314,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,315,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,316,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,317,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,318,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,319,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,320,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,321,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,322,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,323,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,324,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,325,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,326,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,327,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,328,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,329,39.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,330,39.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,331,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,332,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,333,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,334,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,335,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,336,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,337,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,338,38.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,339,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,340,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,341,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,342,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,343,38.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,344,37.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,345,37.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,346,37.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,347,37.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,348,36.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,349,36.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,350,36.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,351,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,352,35.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,353,35.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,354,35.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,355,34.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,356,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,357,34.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,358,34.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,359,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,360,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,361,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,362,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,363,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,364,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,365,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,366,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,367,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,368,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,369,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,370,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,371,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,372,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,373,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,374,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,375,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,376,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,377,33.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,378,33.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,379,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,380,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,381,33.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,382,33.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,383,32.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,384,32.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,385,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,386,31.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,387,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,388,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,389,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,390,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,391,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,392,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,393,31.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,394,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,395,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,396,30.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,397,30.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,398,30.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S2,0,LLM,399,30.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,0,50.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,1,50.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,2,50.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,3,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,4,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,5,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,6,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,7,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,8,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,9,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,10,50.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,11,50.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,12,50.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,13,50.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,14,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,15,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,16,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,17,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,18,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,19,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,20,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,21,50.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,22,50.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,23,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,24,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,25,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,26,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,27,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,28,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,29,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,30,50.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,31,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,32,50.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,33,50.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,34,49.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,35,49.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,36,49.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,37,48.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,38,47.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,39,47.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,40,46.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,41,46.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,42,45.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,43,44.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,44,44.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,45,44.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,46,44.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,47,44.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,48,43.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,49,43.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,50,43.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,51,42.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,52,42.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,53,42.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,54,40.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,55,40.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,56,39.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,57,38.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,58,38.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,59,37.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,60,37.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,61,36.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,62,35.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,63,34.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,64,34.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,65,34.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,66,34.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,67,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,68,32.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,69,32.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,70,32.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,71,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,72,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,73,31.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,74,31.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,75,31.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,76,30.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,77,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,78,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,79,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,80,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,81,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,82,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,83,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,84,29.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,85,29.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,86,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,87,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,88,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,89,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,90,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,91,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,92,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,93,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,94,29.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,95,29.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,96,29.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,97,29.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,98,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,99,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,100,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,101,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,102,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,103,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,104,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,105,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,106,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,107,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,108,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,109,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,110,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,111,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,112,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,113,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,114,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,115,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,116,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,117,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,118,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,119,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,120,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,121,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,122,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,123,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,124,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,125,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,126,28.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,127,29.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,128,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,129,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,130,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,131,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,132,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,133,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,134,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,135,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,136,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,137,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,138,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,139,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,140,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,141,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,142,29.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,143,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,144,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,145,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,146,29.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,147,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,148,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,149,29.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,150,30.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,151,30.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,152,30.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,153,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,154,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,155,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,156,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,157,30.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,158,31.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,159,31.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,160,31.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,161,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,162,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,163,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,164,31.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,165,31.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,166,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,167,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,168,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,169,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,170,31.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,171,32.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,172,32.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,173,32.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,174,32.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,175,32.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,176,32.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,177,32.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,178,32.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,179,32.6,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,180,32.8,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,181,33.0,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,182,33.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,183,33.2,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
S3,0,LLM,184,33.4,nan,nan,5,0,0.0,0.0,0.0,0.0,0.0
