scenario,episode,step,agent_id,food_N,food_S,food_E,food_W,occ_N,occ_S,occ_E,occ_W,food_here,energy,free_cells,move,reproduce,did_reproduce,did_move
S2,4,3,5155700912,1.4569,4.6078,5.8662,5.101,0,1,0,0,1.2387,2.9239,3,E,False,False,True
S2,4,3,5155294960,0.0,0.0,0.0437,2.6449,1,1,1,0,0.7382,5.1046,1,W,False,False,True
S2,4,3,5155710992,4.2297,4.4271,5.101,0.701,0,0,0,0,0.0258,4.8458,4,E,False,False,True
S2,4,3,5155291792,0.9434,2.4635,1.2058,1.0777,0,0,0,0,0.0,4.6034,4,S,False,False,True
S2,4,3,5155294480,1.4216,3.5583,4.1427,0.4588,1,0,0,0,0.0,2.5863,3,S,False,False,True
S2,4,3,5151442992,5.8662,0.9434,5.82,4.6078,0,0,0,1,0.0,0.8347,3,N,False,False,False
S2,4,3,5155702352,0.0,3.9007,3.8033,1.4458,1,0,0,0,4.0458,4.6482,3,S,False,False,True
S2,4,3,5152779408,1.0158,-1.0,5.9102,5.799,0,1,0,0,0.0,3.422,3,E,True,True,True
S2,4,3,5155717040,-1.0,3.8033,4.5869,0.0,1,0,0,1,3.2462,7.7323,2,S,False,False,True
S2,4,3,5150092240,1.304,1.2409,1.0834,1.757,0,0,0,0,2.7205,6.0666,4,N,False,False,True
S2,4,3,5155304080,-1.0,6.0126,2.278,5.1256,1,0,1,0,2.6634,7.852,2,S,False,False,False
S2,4,3,5151365584,5.5965,3.8114,1.1015,1.3534,0,0,1,0,2.5262,5.7935,3,N,False,False,True
S2,4,3,5155710800,2.1722,0.7382,2.6682,2.326,0,1,0,0,0.0,8.8173,3,E,False,False,True
S2,4,3,5155714928,1.065,5.82,2.7114,5.8662,0,0,0,0,0.0,5.3826,4,S,False,False,True
S2,4,3,5155293424,0.7811,5.2736,3.6396,1.5027,0,0,0,0,0.6432,7.7294,4,S,False,False,False
S2,4,3,5155701008,0.5127,4.6843,0.5518,4.3995,0,1,0,0,0.0,0.8292,3,Stay,False,False,False
S2,4,3,5155709264,1.8564,4.0107,1.4381,2.6682,0,0,0,0,0.7982,7.6771,4,S,False,False,False
S2,4,3,5155300336,1.2058,1.6808,1.2195,2.4635,0,0,1,0,4.1008,5.9261,3,S,False,False,True
S2,4,3,5155300528,2.6767,5.5965,5.2579,1.2859,1,0,0,0,1.3477,5.9138,3,S,False,False,False
S2,4,3,5155711376,1.0834,5.6899,4.4158,1.2409,0,0,0,0,2.3981,5.8248,4,S,False,False,True
S2,4,3,5155711088,1.0777,0.7811,2.4635,1.019,0,0,0,0,1.663,4.2276,4,E,False,False,False
S2,4,3,5155709936,2.6682,2.6767,4.0107,0.7382,0,1,0,1,0.0437,4.5402,2,E,False,False,False
S2,4,3,5155715024,0.0437,1.3477,1.6105,0.0,1,1,0,1,2.6767,4.5402,1,E,False,False,True
S2,4,3,5148583760,5.8784,5.5264,-1.0,1.8247,0,0,1,0,0.0,1.8585,3,N,False,False,True
S2,4,3,5141871696,1.7527,3.5174,1.5351,5.1504,0,0,1,0,1.4434,6.4126,3,W,False,False,True
S2,4,3,5155712624,0.4588,0.0,3.5583,0.534,0,0,0,0,0.0,0.6239,4,E,False,False,False
S2,4,3,5148585200,1.1072,1.0712,1.2859,4.1427,0,0,0,0,0.0,3.3766,4,W,False,False,True
S2,4,3,5155304752,1.8209,4.1236,4.0211,2.5262,0,0,0,1,1.1015,6.202,3,S,False,False,True
S2,4,3,5155299760,0.9258,2.1664,3.6071,1.2152,1,1,1,0,2.0433,5.9638,1,W,False,False,True
S2,4,3,5155713968,2.461,1.7529,2.8264,6.5211,0,1,0,0,0.0,4.4193,3,W,False,False,True
S2,4,3,5155301104,0.0,0.4588,1.4216,2.4841,1,0,1,0,1.7529,4.6228,2,W,False,False,True
S2,4,4,5151365584,0.0,3.8579,1.9939,3.9997,1,0,0,0,2.7695,6.4298,3,S,False,False,True
S2,4,4,5155305712,0.0,-1.0,0.8423,0.0,1,1,0,1,2.6752,4.4721,1,E,True,True,True
S2,4,4,5136612144,-1.0,1.2152,5.0,1.316,1,0,1,0,0.0,4.5734,2,S,False,False,True
S2,4,4,5155306768,0.0,-1.0,0.8574,3.4696,1,1,0,0,2.972,6.7981,2,E,False,False,True
S2,4,4,5155710608,1.9977,2.8164,5.6994,1.9257,0,0,0,0,0.0,4.5104,4,E,False,False,True
S2,4,4,5155714448,0.0,0.0,3.7174,0.0,1,1,0,1,1.1837,5.9873,1,E,False,False,True
S2,4,4,5148580304,1.6757,3.9727,2.4466,0.0,0,0,1,1,3.2252,5.206,2,S,False,False,False
S2,4,4,5155710896,0.0,0.707,0.6318,5.459,1,0,0,0,0.0,3.4264,3,W,False,False,False
S2,4,4,5146644784,4.0075,2.274,1.6299,4.4027,0,1,0,0,0.7223,5.6946,3,N,False,False,False
S2,4,4,5154638832,3.3932,0.7801,1.8329,2.4361,1,1,0,0,0.0,5.5758,2,E,False,False,False
S2,4,4,5155304752,2.5149,1.1579,0.9242,3.9844,0,0,0,0,1.2966,6.7566,4,N,False,False,True
S2,4,4,5151452880,4.3117,0.874,4.4027,-1.0,0,0,0,1,0.0345,5.461,3,E,False,False,True
S2,4,4,5155295248,1.189,1.3157,1.2802,2.6358,0,1,0,0,0.8177,5.9597,3,W,False,False,True
S2,4,4,5155710992,0.7223,2.3801,1.9964,1.168,1,0,0,0,2.274,5.6716,3,S,False,False,True
S2,4,4,5155700912,0.0,0.0,1.2495,1.9964,1,0,0,0,3.0392,4.1341,3,E,False,False,True
S2,4,4,5155855664,0.0,1.0785,0.0,1.0429,1,0,1,0,3.1856,4.2152,2,S,False,False,True
S2,4,4,5148477680,3.6611,4.0075,1.7831,3.1856,0,0,0,1,0.0,4.024,3,S,False,False,True
S2,4,4,5155711376,3.7361,-1.0,1.6493,1.1986,0,1,0,0,2.8629,6.4548,3,N,False,False,True
S2,4,4,5155299088,1.8329,2.6752,1.3314,0.7801,0,1,0,1,0.0,3.7054,2,N,False,False,True
S2,4,4,5150085328,0.173,0.0,2.1845,3.4554,0,1,0,0,3.3932,7.5924,3,E,False,False,True
S2,4,4,5148583760,-1.0,0.5447,-1.0,4.7599,1,0,1,0,3.0514,3.2818,2,W,False,False,True
S2,4,4,5155300528,3.7577,2.7695,5.4309,0.0,0,1,0,1,0.0,6.2295,2,E,False,False,True
S2,4,4,5155709936,0.0,3.7577,1.1837,1.9321,1,0,1,0,0.0,3.5518,2,S,False,False,True
S2,4,4,5155701488,4.999,2.4548,4.1636,1.1609,0,0,0,0,0.0,6.8223,4,N,False,False,True
S2,4,4,5155294480,0.6903,0.8978,1.2243,0.0,0,0,0,0,0.7313,3.864,4,S,False,False,True
S2,4,4,5155304080,-1.0,3.1856,3.6611,5.2986,1,1,0,0,0.0,9.4834,2,W,False,False,True
S2,4,4,5155712048,-1.0,1.6188,0.7589,1.3504,1,0,0,0,0.3702,4.1385,3,S,False,False,True
S2,4,4,5148585200,0.8177,1.2243,0.8483,0.6903,1,0,0,0,1.3157,4.4963,3,S,False,False,True
S2,4,4,5155703504,3.9727,2.972,1.1888,3.2134,0,1,0,0,0.0,3.6029,3,N,False,False,True
S2,4,4,5155851440,0.0,-1.0,3.0821,3.0832,1,1,0,1,0.0,0.9895,1,E,False,False,True
S2,4,4,5152779408,0.9485,-1.0,0.0,0.8574,0,1,1,0,3.0832,3.1638,2,N,False,False,True
S2,4,4,5155301968,4.0067,4.1636,3.9095,4.999,0,0,0,0,0.6982,7.0223,4,W,True,True,False
S2,4,4,5150092240,2.1093,4.1068,3.0786,1.5917,0,0,0,0,0.0,5.1253,4,S,False,False,True
S2,4,4,5155291792,1.0937,1.0489,5.459,0.0,0,0,0,1,0.0,5.1142,3,E,True,True,False
S2,4,4,5141871696,1.0737,2.3452,2.8989,3.6885,1,0,0,0,2.3234,6.925,3,E,False,False,True
S2,4,4,5155702352,5.1484,2.3234,1.9257,4.9802,0,1,0,0,1.0737,5.5135,3,N,False,False,True
S2,4,4,5155715024,1.1837,5.4309,2.4484,3.7577,1,0,0,0,0.0,4.2107,3,S,False,False,False
S2,4,4,5155710800,3.6904,0.0,0.0,1.9365,0,1,1,0,0.0,8.69,2,N,False,False,True
S2,4,4,5155714928,1.2495,6.0268,0.8357,0.0,0,0,0,0,2.993,6.1011,4,S,False,False,True
S2,4,4,5155712624,0.4588,0.0,3.5583,0.534,0,0,0,0,0.0,0.6239,4,E,False,False,False
S2,4,4,5115538768,1.7057,3.0392,1.238,1.6299,0,1,0,0,0.0,4.347,3,E,False,False,True
S2,4,4,5155303024,3.9997,3.0786,3.8579,2.1093,0,0,0,0,0.0,5.1454,4,N,False,False,True
S2,4,4,5155712144,0.7801,-1.0,2.6752,3.0821,1,1,1,0,0.0,2.7482,1,W,False,False,False
S2,4,4,5155717040,4.9657,1.9257,1.9977,5.1484,0,0,0,0,0.9763,7.9808,4,E,False,False,True
S2,4,4,5149467248,0.9878,3.9997,0.0,0.8483,0,0,1,0,0.0,3.5133,3,S,False,False,False
S2,4,4,5155713968,0.8357,0.0,1.0569,6.0268,0,1,0,0,3.6941,5.3304,3,W,False,False,False
S2,4,4,5155716944,-1.0,5.7568,1.3737,0.0,1,0,0,1,5.0,6.2204,2,S,False,False,True
S2,4,4,5155709552,0.0,0.7072,1.649,3.2252,1,0,0,1,2.4466,3.9319,2,E,False,False,True
S2,4,4,5155711088,1.2507,0.9541,0.0,1.192,0,0,1,0,0.0,4.8585,3,N,False,False,True
S2,4,4,5155711568,2.6822,0.9592,0.9751,1.3036,0,0,0,0,1.5603,4.9399,4,N,False,False,True
S2,4,4,5155301584,0.0,0.0,0.0,3.409,1,1,1,0,0.7801,6.1352,1,W,True,True,True
S2,4,4,5151442992,5.8662,0.9434,5.82,4.6078,0,0,0,1,0.0,0.8347,3,N,False,False,False
S2,4,4,5155712912,1.7831,1.6299,1.7057,4.0075,0,0,0,0,0.0,3.4448,4,W,False,False,False
S2,4,4,5155301104,3.6941,0.0,2.8505,1.3788,1,1,0,0,0.0,5.1503,2,E,False,False,True
S2,4,4,5155302256,1.6355,2.2205,3.2252,4.8642,0,0,1,0,0.0,3.685,3,W,False,False,True
S2,4,4,5155712336,5.3655,1.2507,1.1164,3.2094,0,0,0,0,0.0,2.933,4,N,False,False,True
S2,4,4,5155293424,0.9541,2.4466,3.8126,1.6757,0,1,0,0,0.0,7.3406,3,E,False,False,True
S2,4,4,5155713872,2.4484,4.8304,-1.0,5.4309,0,0,1,0,1.0652,5.417,3,S,False,False,True
S2,4,4,5155294960,2.499,1.2802,1.9321,1.189,0,0,0,0,0.0,5.6965,4,E,False,False,True
S2,4,4,5155299760,4.1492,0.0,3.409,0.9485,0,1,0,0,0.0,4.9542,3,N,False,False,True
S2,4,4,5155709264,2.0294,1.1837,1.6111,0.0,0,1,0,1,0.0,7.4433,2,N,False,False,True
S2,4,4,5155300336,5.459,0.9285,0.707,1.0489,0,0,0,0,0.0,5.3897,4,N,False,False,True
S2,4,5,5150085328,0.0,0.0,1.7647,5.0847,1,1,0,0,0.0,7.2264,2,E,False,False,True
S2,4,5,5155714928,4.3862,1.5518,0.8671,1.2894,0,0,1,0,3.1998,6.6759,3,N,True,True,False
S2,4,5,5148477680,0.9778,0.0,0.0,0.0,0,1,1,1,1.1805,5.0142,1,N,True,True,True
S2,4,5,5151365584,4.2285,4.1574,0.0,1.2021,0,0,1,0,1.0309,6.9389,3,N,False,False,True
S2,4,5,5155711568,4.0825,2.7213,3.8615,1.3366,0,0,0,1,0.0,5.6021,3,N,False,False,True
S2,4,5,5155294960,2.1095,1.1608,0.8834,1.3123,0,0,0,0,0.0,5.4573,4,N,False,False,True
S2,4,5,5155300336,1.5518,1.2509,0.0,0.0,0,0,1,1,2.632,6.1068,2,N,False,False,False
S2,4,5,5155851440,0.582,-1.0,0.0,0.3709,1,1,1,0,0.2551,2.5866,1,W,False,False,True
S2,4,5,5155703504,0.3982,0.8936,0.8802,2.3935,1,0,0,0,1.1457,4.6773,3,S,False,False,True
S2,4,5,5155304080,-1.0,1.2159,2.0697,-1.0,1,0,0,1,2.4716,9.3818,2,E,False,False,True
S2,4,5,5150092240,1.1981,1.5869,1.4294,2.103,0,0,0,0,1.2798,5.8953,4,W,False,False,True
S2,4,5,5155712336,2.1694,0.7596,0.173,0.0,0,0,0,1,2.5385,4.1414,3,N,False,False,True
S2,4,5,5155711088,0.7596,1.1447,0.0,4.7697,0,0,1,0,0.0,4.1055,3,W,False,False,True
S2,4,5,5155716944,6.4171,1.98,8.0,0.0,0,0,0,1,2.9298,6.7713,3,E,False,False,True
S2,4,5,5155701008,3.6284,0.582,0.0,1.3222,0,1,1,1,0.0,3.8582,1,N,False,False,True
S2,4,5,5155301584,0.0,0.2551,2.1802,1.1638,1,1,0,0,0.582,4.2491,2,E,False,False,True
S2,4,5,5155301104,1.2299,0.8048,0.0,1.2031,0,0,1,0,0.0235,5.9153,3,N,False,False,True
S2,4,5,5155303024,0.0,1.2021,4.2285,1.4172,1,0,0,0,1.1727,5.9113,3,S,False,False,True
S2,4,5,5155709264,2.9894,1.6617,1.4369,0.8634,0,0,0,1,0.0,6.952,3,N,False,False,True
S2,4,5,5155293424,1.2219,0.0,1.1015,1.6411,0,1,0,0,0.9856,7.6675,3,W,True,True,True
S2,4,5,5155712048,1.3709,5.1532,2.3214,4.1249,0,0,1,0,0.0,3.8976,3,S,False,False,True
S2,4,5,5155294480,1.6771,0.0,1.5777,0.346,0,1,0,0,0.0,2.957,3,N,False,False,True
S2,4,5,5155714448,1.7841,2.6214,-1.0,2.5542,0,0,1,0,0.8904,6.5848,3,N,False,False,True
S2,4,5,5155717040,1.9329,1.0751,0.7177,2.7455,1,0,0,0,0.0,7.3503,3,S,False,False,True
S2,4,5,5155713872,2.3216,4.3671,-1.0,2.1669,0,0,1,0,2.0034,6.1286,3,S,False,False,True
S2,4,5,5146644784,1.1805,3.5813,1.8029,1.5757,1,0,0,1,0.0,5.3849,2,S,False,False,True
S2,4,5,5155700912,0.0,4.3862,3.0574,4.039,1,0,0,0,0.0,3.5248,3,S,False,False,True
S2,4,5,5155299088,0.0,0.9141,2.103,0.0,1,0,0,1,0.0,3.7652,2,S,False,False,False
S2,4,5,5154638832,5.0847,2.1802,0.0,0.0,0,0,1,1,0.0,4.5438,2,N,False,False,True
S2,4,5,5155295248,3.1724,0.8633,2.1827,0.0235,0,0,0,1,0.0,6.3716,3,N,False,False,True
S2,4,5,5155710608,0.7177,0.793,-1.0,1.0751,0,0,1,0,2.8724,5.4033,3,S,False,False,True
S2,4,5,5155701488,5.1342,1.5375,0.0,1.9153,0,0,1,0,2.172,7.2529,3,N,True,True,True
S2,4,5,5152779408,2.4398,3.889,1.1638,1.3618,0,0,0,0,0.0,2.4476,4,S,False,False,True
S2,4,5,5115538768,1.98,0.0,1.3339,1.0424,0,1,0,0,0.0,3.6836,3,E,True,True,True
S2,4,5,5155710800,0.0719,1.911,0.0,2.5182,1,0,1,0,0.8634,8.747,2,S,False,False,True
S2,4,5,5148580304,1.8487,1.1457,3.406,0.91,0,1,0,0,0.3982,7.001,3,E,False,False,True
S2,4,5,5141871696,2.0987,0.8634,2.9894,3.8814,0,1,0,0,0.0719,7.335,3,W,False,False,True
S2,4,5,5155306768,1.3618,-1.0,3.889,4.5046,0,1,0,0,0.0,5.2639,3,E,False,False,False
S2,4,5,5155712144,2.1802,-1.0,3.7426,0.2551,0,1,0,1,0.0,1.7162,2,E,False,False,True
S2,4,5,5155711376,1.4294,4.3269,4.7618,1.5869,0,0,0,0,0.9091,6.9589,4,E,False,False,True
S2,4,5,5148585200,2.388,1.5777,1.4172,1.6771,0,0,0,0,0.0,3.7893,4,W,False,False,False
S2,4,5,5155300528,0.0,2.1669,2.3216,1.4189,1,0,0,0,2.6039,6.7786,3,S,True,True,True
S2,4,5,5155302256,2.3465,3.5028,0.91,-1.0,0,0,0,1,2.0372,4.743,3,S,False,False,True
S2,4,5,5148583760,-1.0,0.0,3.8808,5.1387,1,1,0,0,1.9329,4.4204,2,E,False,False,True
S2,4,5,5155713968,1.0087,1.2031,1.2299,3.1998,0,0,0,1,0.8671,7.1254,3,Stay,False,False,False
S2,4,5,5155710896,1.2031,0.88,0.8048,2.632,0,0,0,1,0.0,2.3944,3,Stay,False,False,False
S2,4,5,5155709936,0.8834,1.4189,0.0,1.1608,0,0,1,0,0.9307,4.6365,3,S,False,False,False
S2,4,5,5155710992,3.5813,3.3824,2.5385,4.7731,0,0,1,0,0.0,5.8854,3,N,False,False,False
S2,4,5,5155299760,1.7718,1.1638,0.0,2.4398,0,0,1,0,1.3222,5.7584,3,N,True,True,True
S2,4,5,5155709552,0.9856,2.4398,1.7718,3.406,1,0,0,0,0.0,3.7625,3,S,False,False,True
S2,4,5,5155304752,2.1669,2.8209,4.3671,1.0309,0,0,0,1,0.0,6.8882,3,E,False,False,False
S2,4,5,5155706480,1.2894,0.0,1.5518,0.0,0,1,0,1,0.0,2.6188,2,E,False,False,True
S2,4,5,5155291792,0.0,1.2219,2.632,1.1447,1,0,1,0,0.0,1.5251,2,S,False,False,True
S2,4,5,5149467248,1.1608,1.1727,1.4189,1.0213,0,1,0,0,0.0,2.4813,3,E,False,False,True
S2,4,5,5155707440,0.0,1.4766,0.0,1.5375,1,0,1,0,1.3366,5.3061,2,S,False,False,True
S2,4,5,5155301968,4.1797,1.3366,4.0825,2.172,0,1,0,1,0.0,3.1774,2,N,False,False,True
S2,4,5,5155712912,1.9561,1.8029,1.8787,1.1805,0,0,0,1,0.0,2.4128,3,N,False,False,True
S2,4,5,5151452880,0.0,1.341,0.0,1.2997,1,0,1,0,1.5757,6.1638,2,W,True,True,True
S2,4,5,5155715024,2.5542,2.6039,2.6214,0.9307,0,1,0,1,0.0,3.1787,2,N,False,False,True
S2,4,5,5155702352,0.9319,2.3494,2.7455,0.0,0,0,0,1,2.3214,6.2058,3,E,False,False,True
S2,4,5,5155855664,4.2017,1.5757,1.1805,4.4847,0,1,1,0,0.0,3.4186,2,N,False,False,True
S2,4,5,5155706000,2.103,0.0,1.5869,0.9141,0,1,0,0,0.0,2.0882,3,W,False,False,True
S2,4,5,5155305712,0.0,-1.0,1.3716,3.7426,1,1,0,0,0.0,1.5991,2,E,True,True,True
S2,4,5,5136612144,1.0877,1.8787,2.9298,1.9561,0,0,1,0,0.0,3.8419,3,S,False,False,True
S2,4,6,5155712624,0.0,1.25,0.6556,0.8567,1,0,0,0,0.0,3.157,3,S,False,False,False
S2,4,6,5148477680,4.0071,0.0,0.0,1.3747,0,1,1,1,0.0,1.9515,1,N,False,False,True
S2,4,6,5155712912,1.662,0.6556,0.9414,0.0,0,0,0,1,0.0,2.8543,3,N,False,False,True
S2,4,6,5148583760,-1.0,0.8907,-1.0,2.99,1,0,1,0,1.0538,5.3314,2,W,False,False,True
S2,4,6,5155294960,2.6912,1.2645,0.0,2.845,0,0,1,0,0.0,5.4433,3,N,False,False,True
S2,4,6,5155716944,1.7197,2.0883,2.3072,4.4571,0,0,1,0,5.0,7.2121,3,W,False,False,True
S2,4,6,5146644784,1.25,0.0,0.0,1.514,0,1,1,0,0.7543,6.1029,2,N,False,False,True
S2,4,6,5148580304,0.0,1.0532,0.9255,1.9714,1,0,0,0,0.579,7.3958,3,S,False,False,True
S2,4,6,5155710896,1.3761,1.053,0.9778,0.0,0,0,0,1,0.0,1.3624,3,N,False,False,False
S2,4,6,5155301104,2.98,1.3796,0.3454,0.0,0,0,1,1,0.0,4.9301,2,N,False,False,True
S2,4,6,5155302256,3.1588,2.5594,2.5665,-1.0,0,0,0,1,0.6758,5.5894,3,N,False,False,True
S2,4,6,5152779408,0.6625,-1.0,0.0,0.0,0,1,1,1,1.062,3.7531,1,N,False,False,True
S2,4,6,5141871696,2.5224,2.6912,1.7119,4.0345,0,0,0,0,1.0544,7.663,4,N,True,True,True
S2,4,6,5155709552,0.9255,0.6625,2.6469,1.0532,0,0,0,0,0.0,4.4178,4,E,False,False,True
S2,4,6,5155306768,1.5348,-1.0,1.062,4.6776,0,1,1,0,0.0,4.2319,2,N,False,False,True
S2,4,6,5155712816,1.7433,1.9714,0.0,1.9815,0,0,1,0,0.0,3.8837,3,S,False,False,True
S2,4,6,5155293424,1.3001,0.579,2.6921,0.0,0,1,0,1,0.0,3.6761,2,E,False,False,False
S2,4,6,5155713680,0.0,1.1817,2.8008,0.878,1,0,0,0,0.2304,3.2684,3,E,False,False,True
S2,4,6,5115538768,2.0883,0.2304,1.7105,0.9097,0,1,0,0,0.0,1.7754,3,N,True,True,True
S2,4,6,5149467248,0.0,1.4015,4.1327,0.6693,1,1,0,0,0.0,2.3719,2,E,False,False,True
S2,4,6,5155700912,0.878,0.3728,1.1817,0.346,0,1,0,0,1.5592,4.6148,3,E,False,False,False
S2,4,6,5155294480,1.0363,0.7644,0.0,0.346,0,0,1,0,0.0,3.0107,3,N,False,False,True
S2,4,6,5155715696,2.3072,1.7105,0.8085,2.0883,1,0,0,0,0.7955,4.6961,3,S,False,False,True
S2,4,6,5155701488,1.7809,0.7955,1.3527,5.0,0,1,1,1,2.3072,4.6961,1,N,False,False,True
S2,4,6,5155703504,2.2542,4.6776,1.5348,3.5594,0,0,0,0,0.0,3.6034,4,N,False,False,True
S2,4,6,5155706480,0.3728,0.0,1.3761,0.6968,1,1,0,0,0.0,2.6148,2,E,False,False,True
S2,4,6,5155717040,1.6431,0.1624,4.1261,2.2717,0,1,0,0,0.0,5.9233,3,W,False,False,False
S2,4,6,5155701008,5.0915,0.9446,2.2577,0.0,0,0,1,1,0.8014,4.8816,2,N,False,False,True
S2,4,6,5155709456,2.4738,-1.0,1.9953,0.0,0,1,0,1,1.4999,2.4346,2,N,False,False,True
S2,4,6,5155305712,1.7599,-1.0,1.4999,0.4928,0,1,1,0,0.0,0.9792,2,N,False,False,True
S2,4,6,5155711280,1.4239,0.0,5.0915,2.6921,0,1,0,0,0.0,2.3729,3,E,False,False,False
S2,4,6,5155299760,0.0,2.6469,0.8014,0.9255,1,0,1,0,0.0,3.0432,2,S,False,False,False
S2,4,6,5155713872,0.4021,1.2702,-1.0,0.0,1,0,1,1,1.5401,6.6979,1,S,True,True,True
S2,4,6,5155295248,1.8741,1.4473,1.535,0.0,0,0,0,1,0.3454,6.8922,3,N,False,False,True
S2,4,6,5154638832,0.519,1.0818,1.6183,0.8014,0,0,0,1,2.2577,5.43,3,Stay,False,False,False
S2,4,6,5155859024,0.346,0.6968,0.3728,0.9326,0,0,1,0,0.0,3.5953,3,S,False,False,True
S2,4,6,5155714928,1.5592,0.0,0.0,0.0,1,1,1,1,0.3728,5.1329,0,Stay,False,False,False
S2,4,6,5136612144,0.9414,1.2154,2.153,0.6556,0,0,0,0,0.0,3.9202,4,E,False,False,True
S2,4,6,5155301968,2.099,0.8085,4.2979,2.3072,0,0,0,1,1.3527,4.3369,3,E,False,False,False
S2,4,6,5151365584,0.0,2.5916,0.0,2.5279,1,0,1,0,1.4015,7.3461,2,S,False,False,True
S2,4,6,5148585200,2.561,1.7507,1.5902,0.0,0,0,0,1,0.0,2.7573,3,N,False,False,True
S2,4,6,5155855664,0.0,0.8567,0.0,1.3889,1,0,1,0,1.3747,4.5299,2,W,False,False,True
S2,4,6,5155301584,1.0818,0.5162,0.0,1.6049,0,0,1,0,0.0,4.5474,3,N,False,False,True
S2,4,6,5155712048,0.9525,4.0345,2.5224,1.2555,0,0,0,1,2.3262,4.9131,3,S,False,False,True
S2,4,6,5155304752,0.0,2.9939,1.5401,2.5916,1,0,1,0,0.0,5.8562,2,W,False,False,False
S2,4,6,5155707440,2.5708,1.8741,2.8943,2.8008,0,0,0,0,0.0,4.6895,4,E,False,False,True
S2,4,6,5155706000,0.0,0.9156,0.5906,0.0,1,1,0,1,0.0,1.5527,1,E,False,False,True
S2,4,6,5155291792,0.478,2.6921,1.4239,1.3001,0,0,0,0,0.0,1.41,4,S,False,False,True
S2,4,6,5155303024,2.5279,3.4246,2.5916,2.4553,0,0,0,0,0.0,4.8991,4,E,False,False,False
S2,4,6,5155851440,1.3368,-1.0,0.9454,1.062,0,1,0,1,0.0,1.4082,2,N,False,False,True
S2,4,6,5155710992,0.7543,3.5554,3.5398,4.9461,1,0,0,0,0.0,4.8534,3,W,False,False,True
S2,4,6,5155855952,0.0,6.4459,1.514,-1.0,1,0,0,1,0.0,2.4805,2,S,False,False,True
S2,4,6,5151452880,4.6577,0.0,2.9814,-1.0,0,1,0,1,0.0,2.7332,2,N,False,False,True
S2,4,6,5155714448,1.6099,2.3803,-1.0,1.8347,0,0,1,0,0.0,6.0199,3,S,False,False,False
S2,4,6,5155710800,2.7858,1.0564,1.8347,0.0,0,0,0,1,0.0,7.8766,3,N,False,False,True
S2,4,6,5155710608,4.1261,1.6099,-1.0,0.1624,0,0,1,1,0.0,4.0837,2,N,False,False,True
S2,4,6,5155712144,0.0,-1.0,0.4928,0.5162,1,1,0,0,0.9156,3.168,2,E,False,False,True
S2,4,6,5150092240,0.0,0.5906,2.6318,0.0,1,0,0,1,0.0,5.7872,2,E,False,False,True
S2,4,6,5155709264,0.0,1.5634,0.0,1.7119,1,0,1,0,0.1624,7.3566,2,W,False,False,True
S2,4,6,5150085328,1.7507,0.0,1.3711,1.6183,0,1,0,0,0.0,6.5138,3,E,False,False,True
S2,4,6,5155304080,-1.0,1.3747,4.0071,4.521,1,1,0,0,0.0,8.5431,2,E,False,False,False
S2,4,6,5155861904,2.4946,1.5401,-1.0,0.0,0,1,1,1,0.4021,4.5065,1,N,False,False,True
S2,4,6,5155300528,4.1327,0.0,0.4021,1.4015,0,1,1,1,0.0,3.8463,1,N,False,False,False
S2,4,6,5155712336,1.9759,3.5398,4.212,0.7543,0,0,0,1,0.0,4.4506,3,E,False,False,True
S2,4,6,5155711088,3.5554,1.538,0.9941,8.0,0,0,0,0,1.9427,5.0794,4,W,False,False,True
S2,4,6,5155709936,1.0564,0.0,0.8087,1.3338,0,1,0,0,0.0,4.5352,3,W,False,False,True
S2,4,6,5155711376,5.856,1.9953,8.0,2.4738,0,0,0,0,1.9348,7.3621,4,E,False,False,True
S2,4,6,5155713968,1.1817,1.3761,0.0,0.3728,0,0,1,1,0.0,6.9605,2,N,False,False,True
S2,4,6,5155299088,1.6183,0.0,0.0,1.0818,0,1,1,0,0.0,2.7332,2,N,False,False,True
S2,4,6,5155300336,0.0,1.4239,0.0,0.478,1,0,1,0,0.0,7.7068,2,S,False,False,True
S2,4,6,5155702352,5.3117,2.2717,1.6431,3.7356,0,0,0,0,0.0,6.6782,4,N,False,False,True
S2,4,6,5155711568,4.2979,1.2934,2.3262,0.8085,0,0,1,0,1.2555,6.2767,3,N,False,False,True
S2,4,6,5155715024,1.8347,0.8087,2.3803,1.0564,0,0,0,0,0.0,4.0651,4,E,False,False,True
S2,4,7,5155713968,1.057,1.5651,0.153,0.0,0,0,1,1,0.0,5.7182,2,N,False,False,False
S2,4,7,5155709552,0.0,0.0,1.1176,1.0566,1,1,0,0,0.0,5.1492,2,E,False,False,True
S2,4,7,5155707536,1.5086,0.0,0.0,0.0,0,1,1,1,0.0,4.3049,1,N,False,False,True
S2,4,7,5141871696,3.9086,2.76,0.0,3.4819,0,0,1,0,0.0,4.5556,3,N,False,False,True
S2,4,7,5155712336,1.3884,0.519,1.051,1.0631,0,0,0,0,1.385,5.3554,4,N,False,False,True
S2,4,7,5155714928,0.0,0.696,1.5651,0.8921,1,0,0,0,0.0,4.4738,3,S,False,False,True
S2,4,7,5155700912,1.051,0.0,0.0,0.519,0,1,1,0,0.0,5.1421,2,N,False,False,True
S2,4,7,5148583760,-1.0,1.8161,2.2931,2.4847,1,0,0,1,0.163,6.0601,2,E,False,False,True
